Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Tel Aviv,,Esprit Bauhaus et éclectisme,,,Hadassah Aghion,"Aghion, Hadassah",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,français,,,,,,9782713103339,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:02:29.041931986,,,,,,,,Tourisme,0,0,,http://images.amazon.com/images/P/2713103339.01Z.jpg,
Tender is the Night,,,,,F. Scott (Francis Scott) Fitzgerald,"Fitzgerald, F. Scott (Francis Scott)",,,,,,Scribner,,,2003,,,,,,,,,,,,,,,,368,,,,,,anglais,,,,,,9780140623598,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:44:46.925078988,,,,,,,,Roman,0,0,,http://images.amazon.com/images/P/0140623590.01Z.jpg,
Terminus Berlin,,,,,Edgar Hilsenrath,"Hilsenrath, Edgar",,,,,,Le Tripode Editions,,2019/02/14,2019,,,,,"""Écrivain de la Shoah et de l'exil, Edgar Hilsenrath livre avec Terminus Berlin son ultime roman. Fidèle à son humour, il raconte une nouvelle fois avec dérision le destin d'un alter ego littéraire qui, près de trente ans après avoir quitté l'Europe et ses fantômes, retrouve son pays natal. Mais Lesche, traumatisé par son expérience du ghetto, peine à trouver sa place dans un Berlin marqué par le consumérisme et la chute du Mur : la solitude et la résurgence glauque du fascisme forment la trame de ce roman lapidaire, ironique, publié en Allemagne en 2006. Après l'avoir écrit, Edgar Hilsenrath décida que son oeuvre était close. Il n'a plus écrit depuis.""--Résumé de l'éditeur.",,,,,,,,,,,240,,,,,,français,,,,,,9782370551580,0,0.000000,,Unread,,,,,,,,0,,,,2020/06/04 16:24:39.043601989,,,,,,,lTgCwgEACAAJ,Roman,0,0,,http://images.amazon.com/images/P/2370551585.01Z.jpg,
Terra Forma,,manuel de cartographies potentielles,,,"Frédérique Aït-Touati, Alexandra Arènes, Axelle Grégoire","Aït-Touati, Frédérique",,,,,,Éditions B42,,,2019,,,,,,,,,,,,,,,,191,,,,,,français,,,,,,9782490077106,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 17:41:58.429468989,,,,,,,,Études,0,0,,http://images.amazon.com/images/P/2490077104.01Z.jpg,
TEXTILES,,,,,"Cecile Jorsaillon, Déborah Lothe, Olga Mathey, Tatiana Bohm, Mathilde Coq, Dorothée Van Biesen, Lucile Gautier","Jorsaillon, Cecile",,,,,,E2,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 17:26:35.750974059,,,,,,,,Artisanat,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/CAC3CD85-6247-4F1B-9142-7E025FD2786E,
The Anatomy Coloring Book,,,,,"Wynn Kapit, Lawrence M. Elson","Kapit, Wynn",,,,,,Pearson,,2013/03/27,2013,,,,Games & Activities,"Why use this coloring book?    For more than 35 years, The Anatomy Coloring Book has been the #1 best-selling human anatomy coloring book! A useful tool for anyone with an interest in learning anatomical structures, this concisely written text features precise, extraordinary hand-drawn figures that were crafted especially for easy coloring and interactive study. Organized according to body systems, each of the 162 two-page spreads featured in this book includes an ingenious color-key system where anatomical terminology is linked to detailed illustrations of the structures of the body. When you color to learn with The Anatomy Coloring Book, you make visual associations with key terminology, and assimilate information while engaging in kinesthetic learning. Studying anatomy is made easy and fun!    The Fourth Edition features user-friendly two-page spreads with enlarged art, clearer, more concise text descriptions, and new boldface headings that make this classic coloring book accessible to a wider range of learners.     TABLE OF CONTENTS  PREFACE ACKNOWLEDGMENTS INTRODUCTION TO COLORING    ORIENTATION TO THE BODY  1. Anatomic Planes & Sections  2. Terms of Position & Direction  3. Systems of the Body (1)  4. Systems of the Body (2)  5. Cavities & Linings CELLS & TISSUES  6. The Generalized Cell  7. Cell Division / Mitosis  8. Tissues: Epithelial  9. Tissues: Fibrous Connective Tissues 10. Tissues: Supporting Connective Tissues 11. Tissues: Muscle 12. Tissues: Skeletal Muscle Microstructure 13. Tissues: Nervous 14. Integration of Tissues INTEGUMENTARY SYSTEM 15. The Integument: Epidermis 16. The Integument: Dermis SKELETAL & ARTICULAR SYSTEMS 17. Long Bone Structure 18. Endochondral Ossification 19. Axial / Appendicular Skeleton 20. Classification of Joints 21. Terms of Movements 22. Bones of the Skull (1) 23. Bones of the Skull (2) 24. Temporomandibular Joint  25. Vertebral Column 26. Cervical & Thoracic Vertebrae 27. Lumbar, Sacral, & Coccygeal Vertebrae 28. Bony Thorax 29. Upper Limb: Pectoral Girdle & Humerus 30. Upper Limb: Glenohumeral (Shoulder) Joint 31. Upper Limb: Bones of the Forearm 32. Upper Limb: Elbow & Related Joints 33. Upper Limb: Bones / Joints of the Wrist & Hand 34. Upper Limb: Bones / Joints in Review 35. Lower Limb: Hip Bone, Pelvic Girdle, & Pelvis  36. Lower Limb: Male & Female Pelves 37. Lower Limb: Sacroiliac & Hip Joints 38. Lower Limb:",,,,,,,,,,,162,,,,,,anglais,,,,,,9780321832016,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:47:21.740561008,,,,,,,2_F7MAEACAAJ,Méthodes,0,0,,,
The Artist as Curator,,An Anthology,,,Elena Filipovic,"Filipovic, Elena",,,,,,Mousse Publishing,,2017/06/29,2017,,,,Art,"Taking that ambiguous thing we call ""the exhibition"" as a critical medium, artists have often radically rethought conventional forms of exhibition making. The Artist as Curator: An Anthology, born out of a series of essays originally published in Mousse, surveys seminal examples of such artist-curated exhibitions from the postwar to the present, examined by the world's foremost curators and illustrated with rare documents and illustrations. Artists featured include the Avant-Garde Argentinian Visual Artists Group; Mel Bochner; Marcel Broothaers; John Cage; Judy Chicago, Miriam Schapiro and the CalArts Feminist Art Program; Collaborative Projects Inc. (Colab); Liam Gillick and Philippe Parreno; Group Material; Richard Hamilton and Victor Pasmore; David Hammons; Martin Kippenberger; Mark Leckey; Hélio Oiticica; Walid Raad and Akram Zaatari; Martha Rosler; and Andy Warhol, among other examples drawn from around the globe.",,,,,,,,,,,409,,,,,,anglais,,,,,,9783960981787,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:34:36.730329036,,,,,,,tnfHswEACAAJ,,0,,,,
The Buddha in the Machine,,"Art, Technology, and the Meeting of East and West",,,R. John Williams,"Williams, R. John",,,,,,Yale University Press,,2014/06/24,2014,,,,Art,"The famous 1893 Chicago World’s Fair celebrated the dawn of corporate capitalism and a new Machine Age with an exhibit of the world’s largest engine. Yet the noise was so great, visitors ran out of the Machinery Hall to retreat to the peace and quiet of the Japanese pavilion’s Buddhist temples and lotus ponds. Thus began over a century of the West’s turn toward an Asian aesthetic as an antidote to modern technology. From the turn-of-the-century Columbian Exhibition to the latest Zen-inspired designs of Apple, Inc., R. John Williams charts the history of our embrace of Eastern ideals of beauty to counter our fear of the rise of modern technological systems. In a dazzling work of synthesis, Williams examines Asian influences on book design and department store marketing, the commercial fiction of Jack London, the poetic technique of Ezra Pound, the popularity of Charlie Chan movies, the architecture of Frank Lloyd Wright, and the design of the latest high-tech gadgets. Williams demonstrates how, rather than retreating from modernity, writers, artists, and inventors turned to traditional Eastern technê as a therapeutic means of living with—but never abandoning—Western technology.",,,,,,,,,,,322,,,,,,anglais,,,,,,9780300194470,0,0.000000,,Unread,,,,,,,,0,,,,2019/08/02 12:51:43.176594018,,,,,,,-XaxAwAAQBAJ,Catalogues,0,0,,,
The Death of Nature,,"Women, Ecology, and the Scientific Revolution",,,Carolyn Merchant,"Merchant, Carolyn",,,,,,HarperCollins,,1990/01/10,1990,,,,Religion,"An examination of the Scientific Revolution that shows how the mechanistic world view of modern science has sanctioned the exploitation of nature, unrestrained commercial expansion, and a new socioeconomic order that subordinates women.",,,,,,,,,,,384,,,,,,anglais,,,,,,9780062505958,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:31:38.377617001,,,,,,,o_l2uMk2KjsC,Études,0,0,,,
The End of Night,,Searching for Natural Darkness in an Age of Artificial Light,,,Paul Bogard,"Bogard, Paul",,,,,,Hachette UK,,2013/07/09,2013,,,,Science,"A deeply panoramic tour of the night, from its brightest spots to the darkest skies we have left.  A starry night is one of nature's most magical wonders. Yet in our artificially lit world, three-quarters of Americans' eyes never switch to night vision and most of us no longer experience true darkness. In The End of Night, Paul Bogard restores our awareness of the spectacularly primal, wildly dark night sky and how it has influenced the human experience across everything from science to art.  From Las Vegas' Luxor Beam -- the brightest single spot on this planet -- to nights so starlit the sky looks like snow, Bogard blends personal narrative, natural history, science, and history to shed light on the importance of darkness -- what we've lost, what we still have, and what we might regain -- and the simple ways we can reduce the brightness of our nights tonight.",,,,,,,,,,,336,,,,,,anglais,,,,,,9780316228794,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:36:51.207913041,,,,,,,-Ro3AQAAQBAJ,Essai,0,0,,,
The Four Continents,,,,,"John Ralston Saul, Keith Goulet, Eugene Richard Atleo","Saul, John Ralston",,,,,,Black Dog Publishing Limited,,,2017,,,,Art,"Bringing together the large-scale works that comprise Kent Monkman's suite of paintings entitled The Four Continents, a reworking of Tiepolo's Apollo and the Four Continents, this book explores the creation of these contemporary studies that address the original Eurocentric fantasies of ""the other."" Monkman's paintings, which are reproduced here in full with gatefolds, present a collation of tragic-comedic scenarios, resulting in mythical, graphic and satirical depictions, heavily influenced by the anti-colonial approach that Monkman takes in his work. The process of each painting that the artist has undertaken as part of the suite is illustrated throughout the book, in addition to texts from contributing writers that contextualise Monkman's work both within the confines of contemporary art, as well as the embedded sociological and political issues that are explored as part of this. Kent Monkman is a Canadian artist of Cree ancestry who works with a variety of mediums, including painting, film/video, performance, and installation. He has had solo exhibitions at numerous Canadian museums including the Montreal",,,,,,,,,,,72,,,,,,anglais,,,,,,9781911164081,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:41:15.375527977,,,,,,,DyrADAEACAAJ,Catalogues,0,0,,,
The Human Condition,,,,,Hannah Arendt,"Arendt, Hannah",,,,,,University of Chicago Press,Chicago,,1958,,,,Sociology,,,,,,,,,,,,332,,,14.70 x 1.80 x 24.00 cm,,,anglais,,,,58005535,259560,9780226025933,0,0.000000,,Unread,,,,,,,,0,,,,2020/06/07 12:40:33.531432032,,,2020/06/07,,,,8vn1SQAACAAJ,Essai,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/2C6AA0CB-F3B6-4009-85F6-74EE5E05B970,
The Inventors of Tradition II,,,,,"Beca Lipscombe, Lucy McKenzie, Atelier E.B.","Lipscombe, Beca",,,,,,Koenig Books,,,2016,,,,,"At the intersection between art, design and social history, The Inventors of Tradition is a subjective study of the history of the Scottish textiles industry since the 1930s. It brings together samples of world-class design, the archive material of individuals and companies, and documentation in the form of ?lm and interviews. In response to this material the artist Lucy McKenzie and designer Beca Lipscombe, from Atelier, have produced a series of new works including clothing, furniture and accessories in collaborative partnership with Caerlee Mills, Begg Scotland, Hawick Cashmere, Laura Lees, Jannette Murray, Mackintosh, Muehlbauer and Steven Purvis. With The Inventors of Tradition II, McKenzie and Lipscombe expand their exploration to encompass Scotland's recent cultural past, making new connections that bring together art, architecture, design and sub-cultural identities. Edited by Panel (Catriona Duffy and Lucy McEachan) - a collective of freelance curators that promotes design and craft through exhibitions and projects. Atelier is a collaboration between artist Lucy McKenzie and designer Beca Lipscombe. Atelier's design work includes commissions for public and private spaces, temporary and permanent display and design objects.",,,,,,,,,,,240,,,,,,anglais,,,,,,9783960980025,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:47:21.748525977,,,,,,,cxOMDQEACAAJ,Études,0,0,,,
The museum presents itself || Israeli Art from the Museum Collection,,,,,Sigal Adler-Strauss,"Adler-Strauss, Sigal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anglais,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 17:16:23.881113052,,,,,,,,Catalogues,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/F0D8E9CB-DFBA-4A9D-B5C7-C9905FF38218,
The New Meditation Handbook,,Meditations to Make Our Life Happy and Meaningful,,,Geshe Kelsang Gyatso,"Gyatso, Geshe Kelsang",,,,,,Tharpa Publications,,2013/05/01,2013,,,,"Body, Mind & Spirit","The New Meditation Handbook is a practical guide to meditation that teaches us how to make ourself and others happy by developing inner peace, and in this way making our lives more meaningful. Without inner peace there is no real happiness at all. Problems, suffering and unhappiness do not exist outside the mind; they are feelings and thus part of our mind. Therefore, it is only by controlling our mind that we can permanently stop our problems and make ourself and others truly happy. The twenty-one Buddhist meditation practices presented in this book are actual methods to control our mind and experience lasting inner peace. This extremely practical guide is an indispensable handbook for those seeking happiness and meaning in their lives.",,,,,,,,,,,240,,,,,,anglais,,,,,,9781616060268,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/23 19:29:49.093183040,,,,,,,IQeZmgEACAAJ,"Religion, Spiritualité",0,0,,,
The Oral Instructions of Mahamudra,,The Very Essence of Buddhas Teachings of Sutra and Tantra,,,Kelsang Gyatso,"Gyatso, Kelsang",,,,,,Tharpa Publications,,2016/07/01,2016,,,,Religion,"Tharpa Publications is delighted to announce The Oral Instructions of Mahamudra Second Edition. In this special edition, Venerable Geshe-la has made numerous revisions and clarifications to guide the reader ever more confidently through the profound and world-transforming practice of Mahamudra - the very essence of Buddha's teachings of Sutra and Tantra. This precious book reveals the uncommon practice of Tantric Mahamudra of the Ganden Oral Lineage, which the author received directly from his Spiritual Guide, Vajradhara Trijang Rinpoche. It explains clearly and concisely the entire spiritual path from the initial preliminary practices to the final completion stages of Highest Yoga Tantra that enable us to attain full enlightenment in this life. Following the root text of Mahamudra, The Main Path of the Conquerors by the First Panchen Lama, this remarkable book provides extremely clear and easy to understand explanations and insights based on the author's experiences during many years of retreat.",,,,,,,,,,,304,,,,,,anglais,,,,,,9781910368367,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 18:08:56.563832044,,,,,,,nss4jwEACAAJ,"Religion, Spiritualité",0,0,,,
The Others,,,,,König Galerie,"Galerie, König",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anglais,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:23:03.444710016,,,,,,,,,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/20744594-112B-4EC6-BA08-7BB57C99B90F,
The Physiology Coloring Book,,,,,"Wynn Kapit, Robert I. Macey, Esmail Meisami","Kapit, Wynn",,,,,,Addison Wesley Longman,,,2000,,,,Games & Activities,"This colouring book offers an enjoyable, highly effective way for students to learn physiology. Topics are covered in self-contained two-page spreads, allowing students to easily focus on the material being presented. A unique combination of introductory material, names and illustrations to be coloured, and substantive captions deliver a comprehensive, yet easy-to-understand, treatment of physiology. The Physiology Coloring Book is the companion to the extremely successful Anatomy Coloring Book , which has sold more than 2.5 million copies.",,,,,,,,,,,161,,,,,,anglais,,,,,,9780321036636,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:47:21.742530941,,,,,,,yki_QgAACAAJ,Méthodes,0,0,,,
The Rage of Staging,,,,,Wim Vandekeybus,"Vandekeybus, Wim",,,,,,Lannoo,,,2016,,,,Performing Arts,"- First book ever on this international choreographer and his company Ultima Vez- ""Vandekeybus brought into focus a whole new genre of modern dance... Combat rolls, breakneck sprints and savagely wrestled duets became the defining vocabulary of a new generation."" The Guardian- In 2016, Wim Vandekeybus' company Ultima Vez celebrates its 30th birthday In 2016, Wim Vandekeybus' company Ultima Vez celebrates its 30th birthday. Never before has his oeuvre been recorded in a book. Until now. This extraordinary book is a visual trip through the most powerful images from his repertoire, a quest for the ideas and themes that inspire him. It also contains unpublished texts, notes and scripts from his shows and films. A number of compagnons de route, such as David Byrne, Mauro Pawlowski, and Peter Verhelst, offer a personal textual contribution. Text in English, French, and Dutch.",,,,,,,,,,,400,,,,,,anglais,Néerlandais,,,,,9789401434713,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:47:21.746500015,,,,,,,8b0UDAEACAAJ,Œuvre d’artiste,0,0,,,
The Rilke Alphabet,,,,,Ulrich Baer,"Baer, Ulrich",,,,,,Fordham University Press,,2014/04/15,2014,,,,Literary Collections,"The enduring power of Rainer Maria Rilke’s poetry rests with his claim that all we need for a better life on earth is already given to us, in the here and now. In twenty-six engaging and accessible essays, Ulrich Baer’s The Rilke Alphabet examines this promise by one of the greatest poets in any tradition that even the smallestoverlooked word may unlock life’s mysteries to us.Fueled by an unebbing passion and indeed love for Rilke’s poetry, Baer examines twenty-six words that are not only unexpected but also problematic, controversial, and even scandalous in Rilke’s work. In twenty-six mesmerizing essays that eschew jargon and teutonic learnedness for the pleasures and risks of unflinchingly engaging with a great artist’s genius, Baer sheds new light on Rilke’s politics, his creative process, and his deepest and enduring thoughts about life, art, politics, sexuality, love, and death.The Rilke Alphabet shows how Rilke’s work provides an uncannily apt guide to life even in our vexingly postmodern condition. Whether it is a love letter to frogs, a problematic brief infatuation with Mussolini, a sustained reflection on the Buddha, the evasion of the influence of powerful precursors, or the unambiguous assertion that freedom must be lived in order to be known, Rilke’s writings pull us deeply into life.Baer’s decades-long engagement with Rilke as a scholar, translator, and editor of Rilke’s writings allows him to reveal unique aspects of Rilke’s work. The Rilke Alphabet will surprise and delight Rilke fans, intrigue newcomers to his work, and deepen every reader’s sense of the power of poetry to penetrate the mysteries and confusions of our world.",,,,,,,,,,,264,,,,,,anglais,,,,,,9780823256327,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:38:25.754935979,,,,,,,P1GoDwAAQBAJ,Études,0,0,,,
The Second Brain,,The Scientific Basis of Gut Instinctand a groundbreaking new understanding of nervous disorders of the stomach and intestine,,,Michael Gershon,"Gershon, Michael",,,,,,HarperCollins,,1998/10/07,1998,,,,Science,"Dr. Michael D. Gershon's groundbreaking work clearly demonstrates that the human gut actually has a brain of its own. This remarkable scientific breakthrough offers fascinating proof that ""gut instinct"" is biological, a function of the second brain.  An alarming number of people suffer from heartburn, nausea, abdominal pain, cramps, diarrhea, constipation, or related problems. Often thought to be caused by a ""weakness"" of the mind, these conditions may actually be a reflection of a disorder in the second brain. The second brain, located in the bowel, normally works smoothly with the brain in the head, enabling the head-brain to concentrate on the finer pursuits of life while the gut-brain attends to the messy business of digestion. A breakdown in communication between the two brains can lead to stomach and intestinal trouble, causing sufferers great abdominal grief and--too often--labeling them as neurotic complainers.  Dr. Gershon's research into the second brain provides understanding for those who suffer from gut-related ailments and offers new insight into the origin, extent, and management.  The Second Brain is the culmination of thirty years of research. It is an extraordinary contribution to the understanding of gastrointestinal illnesses, as well as a fascinating glimpse into hoe our gut really works.",,,,,,,,,,,336,,,,,,anglais,,,,,,9780060182526,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 17:47:26.142992019,,,,,,,G9lzQgAACAAJ,Méthodes,0,0,,,
The Secret of Jewish Femininity,,Insights Into the Practice of Taharat HaMishpachah,,,Tehilla Abramov,"Abramov, Tehilla",,,,,,Targum/Feldheim,,,1988,,,,Jewish women,,,,,,,,,,,,168,,,,,,anglais,,,,,,9781568713519,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 17:13:33.666926980,,,,,,,yh2f3LdJ3RgC,Essai,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/6864F67E-11C6-463E-ADBD-F08B3DF9CFAB,
The Senses Still,,,,,C. Nadia Seremetakis,"Seremetakis, C. Nadia",,,,,,University of Chicago Press,,1996/06/15,1996,,,,Psychology,"What has happened to regional experiences that identify and shape culture? Regional foods are disappearing, cultures are dissolving, and homogeneity is spreading. Anthropologist and award-winning author of The Last Word: Women, Death, and Divination in Inner Mani, C. Nadia Seremetakis brings together essays by five scholars concerned with the senses and the anthropology of everyday life. Covering a wide range of topics—from film to food, from nationalism to the evening news—the authors describe ways in which sensory memories have preserved cultures otherwise threatened by urbanism and modernity.  The contributors are Susan Buck-Morss, Allen Feldman, Jonas Frykman, C. Nadia Seremetakis, and Paul Stoller.  C. Nadia Seremetakis is Advisor to the Minister of Public Health in Greece and visiting professor at the National School of Public Heath in Athens. She is the author of The Last Word: Women, Death, and Divination in Inner Mani, available from the University of Chicago Press.",,,,,,,,,,,146,,,,,,anglais,,,,,,9780226748771,0,0.000000,,Unread,,,,,,,,0,,,,2019/09/07 10:50:48.994364023,,,,,,,t79-bepyzWMC,Études,0,0,,,
The Yoga Anatomy Coloring Book,,,,,Kelly Solloway,"Solloway, Kelly",,,,,,"Get Creative, Incorporated",,2018/06/26,2018,,,,,"This fun mix of coloring book and instructional guide demystifies anatomy for the yoga enthusiast and teacher.  Yoga instructor, licensed massage therapist, and anatomy teacher Kelly Solloway provides an entertaining and informative journey through the human body, focusing on the bones, joints, and muscles used in yoga. After an overview of helpful terms, Kelly covers the skeletal system, joints, and connective tissue, followed by the muscular system. Each anatomical feature is illustrated with a beautiful black-and-white drawing of a yoga posture, or asana, to color. Coloring the bones and muscles, and their names, will help you to remember their location and function, and 32 perforated flash cards enable readers to quiz themselves and study yoga anatomy on the go.",,,,,,,,,,,136,,,,,,anglais,,,,,,9781640210219,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:47:21.738873958,,,,,,,w0NytAEACAAJ,Méthodes,0,0,,,
Théâtre,,[intégrale],,,1622-1673 Molière,"Molière, 1622-1673",,,,,,Omnibus,,,2010,,,,,,,,,,,,,,,,,,,,,,français,,,,,,9782258084339,0,1.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:53:10.895980000,,Gros livre,,,,,,Théâtre,0,0,,http://images.amazon.com/images/P/2258084334.01Z.jpg,
Théâtre complet,,,,,(0525?-0456 av. J.-C.) Eschyle,"Eschyle, (0525?-0456 av. J.-C.)",,,,,,Garnier-Flammarion,,,,,,,,,,,,,,,,,,,256,,,,,,français,,,,,883289694,9782081336643,0,1.000000,,Unread,,,,,,,,0,,,,2020/04/14 14:46:02.502477049,,Grèce Antique,,,,,,Théâtre,0,0,,http://images.amazon.com/images/P/2081336642.01Z.jpg,
Théâtre complet,,,,,Sophocle,Sophocle,,,,,,Flammarion,,,1964,,,,,,,,,,,,,,,,371,,,,,,français,,,,,,9782080700186,0,0.000000,,Unread,,,,,,,,0,,,,2020/04/14 14:46:02.504788994,,,,,,,VBiDtAEACAAJ,Théâtre,0,0,,https://covers.openlibrary.org/b/id/971125-L.jpg,
"Thésée, sa vie nouvelle",,,,,Camille de Toledo,"Toledo, Camille de",,,,,,Editions Verdier,Lagrasse,2020/08/20,2020,,,,,,,,,,,,,,,,251,,,14.30 x 1.50 x 22.00 cm,,,français,,,,,1196894769,9782378560775,0,0.000000,,Unread,,,,,,,,0,,,,2020/10/20 11:45:53.457219958,,,2020/10/20,,,,biTBzQEACAAJ,,0,0,,,
Time has fallen asleep in the afternoon sunshine,,,,,Multi,Multi,,,,,,Mousse Publishing & osloBIENNALEN,,,,,,,,,,,,,,,,,,,,,,,,,anglais,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 17:59:17.553776979,,,,,,,,Études,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/ADC30779-572D-42A7-A417-0E5752398176,
Time has fallen asleep in the afternoon sunshine - a library of living books,,,,,Mette Edvardsen,"Edvardsen, Mette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anglais,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 16:49:02.702342987,,,,,,,,Études,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/5F98BC9C-CAF6-4CF5-9C29-F07BD080B23E,
Traces de danse : 20 Ans des Journées Danse Dense,,,,,"Philippe Verrièle, Christophe Martin","Verrièle, Philippe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:37:13.362849950,,,,,,,,Catalogues,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D889D42D-D44C-45EC-935E-684122754BDB,
Tragédies complètes,,,,,Euripides,Euripides,,,,,,Gallimard,,,,,,,,,,,,,,,,,,,1421,,,,,,français,,,,,,9782070381920,0,0.000000,,Unread,,,,,,,,0,,,,2020/04/14 14:46:02.500041007,,,,,,,,Théâtre,0,0,,https://covers.openlibrary.org/b/id/967833-L.jpg,
Transmettre,,"Art, pédagogie, sensible.",,,Collectif,Collectif,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,français,,,,,,9782916002590,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:07:28.842918038,,,,,,,,Études,0,0,,http://images.amazon.com/images/P/2916002596.01Z.jpg,
Trauma and the Soul,,A Psycho-spiritual Approach to Human Development and Its Interruption,,,Donald Kalsched,"Kalsched, Donald",,,,,,Routledge,,,2013,,,,Psychology,"In Trauma and the Soul, Donald Kalsched continues the exploration he began in his first book, The Inner World of Trauma (1996)--this time going further into the mystical or spiritual moments that often occur around the intimacies of psychoanalytic work. Through extended clinical vignettes, including therapeutic dialogue and dreams, he shows how depth psychotherapy with trauma's survivors can open both analytic partners to ""another world"" of non-ordinary reality in which daimonic powers reside, both light and dark. This mytho-poetic world, he suggests, is not simply a defensive product of our struggle with the harsh realities of living as Freud suggested, but is an everlasting fact of human experience--a mystery that is often at the very center of the healing process, and yet at other times, strangely resists it.  With these ""two worlds"" in focus, Kalsched explores a variety of themes as he builds, chapter by chapter, an integrated psycho-spiritual approach to trauma and its treatment including:     images of the lost soul-child in dreams and how this ""child"" represents an essential core of aliveness that is both protected and persecuted by the psyche's defenses;   Dante's guided descent into the Inferno of Hell as a paradigm for the psychotherapy process and its inevitable struggle with self-destructive energies;   childhood innocence and its central role in a person's spiritual life seen through the story of St. Exupéry's The Little Prince;   how clinical attention to implicit processes in the relational field, as well as discoveries in body-based affective neuroscience are making trauma treatment more effective;   the life of C.G. Jung as it portrays his early trauma, his soul's retreat into an inner sanctuary, and his gradual recovery of wholeness through the integration of his divided self.   This is a book that restores the mystery to psychoanalytic work. It tells stories of ordinary patients and ordinary psychotherapists who, through working together, glimpse the reality of the human soul and the depth of the spirit, and are changed by the experience. Trauma and the Soul will be of particular interest to practicing psychotherapists, psychoanalysts, analytical psychologists, and expressive arts therapists, including those with a ""spiritual"" orientation. Donald Kalsched is a Jungian analyst in private practice in Albuquerque, New Mexico, and a training analyst with the Inter-Regional Society of Jungian Analysts. He is the author of numerous articles in analytical psychology, and lectures widely on the subject of early trauma and its treatment. His books include The Inner World of Trauma (1996).",,,,,,,,,,,339,,,,,,anglais,,,,,,9780415681469,0,0.000000,,Unread,,,,,,,,0,,,,2019/09/29 09:56:51.503275990,,,,,,,Z6lpuQAACAAJ,Études,0,0,,,
Travail invisible,,Portraits d'une lutte féministe inachevée,,,"Camille Robert, Louise Toupin","Robert, Camille",,,,,,Les éd. du Remue-ménage,,,2018,,,,,,,,,,,,,,,,194,,,,,,français,,,,,,9782890916357,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:07:28.849339962,,,,,,,,Essai,0,0,,http://images.amazon.com/images/P/2890916359.01Z.jpg,
